Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,totalSeasons,Response,DVD,BoxOffice,Production,Website
Paradise PD,2018–2022,TV-MA,31 Aug 2018,28 min,"Animation, Action, Comedy",N/A,"Roger Black, Waco O'Guin","David Herman, Tom Kenny, Kyle Kinane","Animated series about bad cops. Not bad as in corrupt, bad as in under-performing. They aren't first responders, they are the worst responders.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMTU2NjgxNTUxMF5BMl5BanBnXkFtZTgwMzM4MjMwNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"22,342",tt8235236,series,4,True,,,,
Corpse Princess: Aka,2008,TV-MA,02 Oct 2008,24 min,"Animation, Action, Adventure",N/A,N/A,"J. Michael Tatum, Aaron Dismuke, Luci Christian","An undead school girl must hunt down 108 other undeads with the help of specially trained Buddhist monks, in order to gain entry into Heaven.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMGEyZDI4NmItMDU2OC00MWYxLTgxYzItZmJiYjg2MjI5OTgxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,506,tt1301958,series,1,True,,,,
Wayward Pines,2015–2016,TV-14,14 May 2015,31S min,"Drama, Horror, Mystery",N/A,Chad Hodge,"Siobhan Fallon Hogan, Toby Jones, Shannyn Sossamon","A Secret Service agent goes to Wayward Pines, Idaho in search of two federal agents who have gone missing in the bucolic town. He soon learns that he might never get out of Wayward Pines alive.",English,United States,1 win & 11 nominations,https://m.media-amazon.com/images/M/MV5BMjUwY2NmZDItZjdjNC00ZGQ3LTk2NTEtNjY5NTQxOGYwNGY4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"61,289",tt2618986,series,2,True,,,,
Bronco,1958–1962,N/A,23 Sep 1958,60 min,Western,N/A,N/A,"Ty Hardin, Robert Colbert, Clyde Howdy","A former confederate soldier wanders the old west, and meets such famous characters as Jesse James, William Frederick ""Buffalo Bill"" Cody, and Theodore Roosevelt.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTQ4NjgyODE0OF5BMl5BanBnXkFtZTcwNzM2NjEzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,405,tt0051261,series,4,True,,,,
Spaced,1999–2001,TV-14,24 Sep 1999,25 min,Comedy,N/A,N/A,"Simon Pegg, Jessica Hynes, Julia Deakin","Friends Tim and Daisy, 20-something North Londoners with uncertain futures, must pretend to be a couple to live in the only apartment they can afford.",English,United Kingdom,Nominated for 2 BAFTA 2 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BNjcwN2JiOGUtNDJkNy00NjVmLWIyYzctZDU4YWFlNjRlZmJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"58,402",tt0187664,series,2,True,,,,
Celebrity,1998,R,20 Nov 1998,113 min,"Comedy, Drama",Woody Allen,Woody Allen,"Kenneth Branagh, Judy Davis, Leonardo DiCaprio",The fortunes of a husband and wife differ drastically after they divorce.,English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTIyZjBlZWMtMWYyNS00Yjc1LWE1NjktMGZlNzdjZTdjYWQwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.3,"28,720",tt0120533,movie,,True,N/A,"$5,078,660",N/A,N/A
Wisting,2019–,TV-14,18 Dec 2019,60 min,"Crime, Drama",N/A,"Trygve Allister Diesen, Kathrine Valen Zeiner","Sven Nordin, Thea Green Lundberg, Mads Ousdal","Homicide detective William Wisting struggles with the two toughest cases of his career. His serial killer investigation crosses paths with his journalist daughter's news story, putting her in grave danger.","Norwegian, English",Norway,2 nominations,https://m.media-amazon.com/images/M/MV5BMTViNzk1Y2UtNDQxOC00NmM1LTgwMTAtNTQ5OTNlNDAwZjE1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"8,657",tt7875794,series,4,True,,,,
The Goodies,1970–1982,N/A,08 Nov 1970,2 min,Comedy,N/A,"Tim Brooke-Taylor, Graeme Garden, Bill Oddie","Tim Brooke-Taylor, Graeme Garden, Bill Oddie","The adventures of a crazy trio whose motto is ""we do anything, anytime, anywhere.""",English,United Kingdom,Nominated for 2 BAFTA 2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNzE1ZTgxZmYtNjRkOC00NDJkLWEzY2UtOWIwNzZmYTM3Njk2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"1,926",tt0065296,series,7,True,,,,
The Flash,2014–2023,TV-PG,07 Oct 2014,43 min,"Action, Adventure, Drama",N/A,"Greg Berlanti, Geoff Johns, Andrew Kreisberg","Grant Gustin, Candice Patton, Danielle Panabaker","After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, and fighting crime in Central City.",English,United States,Nominated for 1 Primetime Emmy. 29 wins & 99 nominations total,https://m.media-amazon.com/images/M/MV5BMjU0ZjZhNDQtMDhkYi00OWQyLWE3NGYtNzBlY2VmM2I4ZDg5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"372,216",tt3107288,series,9,True,,,,
"Kill Me, Heal Me",2015,N/A,07 Jan 2015,60 min,"Comedy, Drama, Romance",N/A,N/A,"Ji Sung, Hwang Jeong-eum, Park Seo-joon",A love story between the son from a wealthy family who has 7 personalities Cha Do Hyun and Oh Ri Jin who becomes his secret psychiatrist.,Korean,South Korea,8 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BNmI3YmVlOWUtZWE1OS00YmE0LWJkOTQtZDAzY2I2MzM0ZmJkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,"6,334",tt4339192,series,1,True,,,,
Rivals,1972,R,25 May 1978,104 min,Drama,Krishna Shah,Krishna Shah,"Joan Hackett, Robert Klein, Scott Jacoby","Peter runs a New York tour. Christine is a recently widowed art gallery owner, and she falls in love with him. But, her 10-year-old son loves her way too much and has an unhealthy and pathological attachment to his mother.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjU4ZTdjNjItMTY4Yi00N2JlLWJiYmYtMjA0MWZmMjY2ZTQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,165,tt0069185,movie,,True,N/A,N/A,N/A,N/A
Hope,2013,Not Rated,04 Apr 2017,122 min,Drama,Lee Joon-ik,Ji-hye Kim,"Lee Re, Sul Kyung-gu, Uhm Ji-won","Story of an 8-year-old girl who faces a horrible rape that damages her internally and affects her emotionally, trying to overcome all the obstacles following the incident with the good support of those around her.",Korean,South Korea,7 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BMzE1YjYxMWItMTRjMS00NmY5LTg0NTAtNTE1MmQ1OGMzNGM5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"10,136",tt3153634,movie,,True,N/A,N/A,N/A,N/A
Hubert und Staller - Unter Wölfen,2016,N/A,21 Jan 2016,88 min,"Comedy, Crime",Jan Markus Linhof,"Philip Kaetner, Oliver Mielke","Christian Tramitz, Helmfried von Lüttichau, Michael Brandner","Unexpected honor for the Wolfratshausen police station: On the occasion of the highest clear-up rate in all of Bavaria, the entire team was personally invited to Munich by police chief Manfred Kröpf. While Police Councilor Girwidz...",German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BODMzMmE0MDYtNjE3ZS00MzhmLWE4ZDUtODlhMjRkZDk3OGI5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,223,tt4626906,movie,,True,N/A,N/A,N/A,N/A
Studio C,2012–,TV-PG,08 Oct 2012,N/A,Comedy,N/A,N/A,"Jason Gray, Matthew Meese, Dalton Johnson",Sketch comedy the whole family can enjoy together.,English,United States,7 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNzVhNmY5NTgtNDc3My00Yzg1LTk2YzgtZmE1YTQwNTNhNDdjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,"1,383",tt2445666,series,19,True,,,,
Our Beloved Summer,2021–2022,TV-Y7,06 Dec 2021,51S min,"Drama, Romance",N/A,N/A,"Choi Woo-sik, Kim Da-mi, Roh Jeong-eui","A coming of age, romantic comedy revolving around ex-lovers who broke up with a promise never to meet again. But the documentary they filmed ten years ago gets the fame and they are by compulsion facing camera once more.",Korean,South Korea,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BOTAwZTQ0ZGYtOGFhNi00YWQ2LTliOTQtZTNhZDJjNzMxZDdmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"11,089",tt15026724,series,1,True,,,,
Oh My Venus,2015–2016,N/A,16 Nov 2015,60 min,"Comedy, Drama, Romance",N/A,N/A,"So Ji-seob, Shin Min-a, Jung Gyu-woon",A lawyer in her thirties coming out of a long relationship decides to regain her figure and health after meeting a renowned personal trainer who obsesses with leading a healthy lifestyle after suffering a serious injury in his chi...,Korean,South Korea,2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BNzA1Mzc1NTgtNDUwMS00NmYwLWFkOTItOWI3MTg2MWZhZjY2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"6,928",tt5189944,series,1,True,,,,
Masters of Horror,2005–2007,TV-MA,28 Oct 2005,1 min,Horror,N/A,Mick Garris,"Karen Elizabeth Austin, J. Winston Carroll, Miho Ninagawa","Genre veteran Mick Garris has amassed some of the greatest horror film writers and directors to bring to you the anthology series, ""Masters of Horror."" consisting of twenty six one-hour films over 2 seasons.",English,"Canada, Japan, United States",Won 1 Primetime Emmy. 8 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMjg4NTZmNDQtZTlhMC00NWI1LWE3ZGUtYzhjYWViNDJhOGYyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"13,492",tt0448190,series,2,True,,,,
Unikitty!,2017–2020,TV-Y7,27 Oct 2017,14 min,"Animation, Short, Action",N/A,"Ed Skudder, Lynn Wang","Tara Strong, Grey Griffin, Kate Micucci","The fan-favorite cat-unicorn hybrid from The Lego Movie (2014) has adventures with her four other pals -- brother Puppycorn, scientist Dr. Fox, bodyguard Hawkodile, and boring, grey 1x3 Lego brick Richard.",English,"United States, Denmark, Philippines",1 nomination,https://m.media-amazon.com/images/M/MV5BYWE3NGMwYWYtZTE0ZC00NGViLWI0YTktN2UyOGJmZjg3YTc5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,"1,606",tt6874502,series,3,True,,,,
Anohana: The Flower We Saw That Day,2011,TV-PG,14 Apr 2011,23 min,"Animation, Adventure, Drama",N/A,"Tatsuyuki Nagai, Mari Okada, Masayoshi Tanaka","Miyu Irino, Ai Kayano, Haruka Tomatsu","Five childhood companions reunite when the ghost of their dead friends appears, and demands they grant her final wish.","Japanese, English",Japan,2 nominations,https://m.media-amazon.com/images/M/MV5BMjc3ODU0ZTctNDgzYS00OWM2LTk0MGQtMzJiZmE1OTFjZTdkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"16,442",tt1913273,series,1,True,,,,
You're the Worst,2014–2019,TV-MA,17 Jul 2014,N/A,"Comedy, Drama, Romance",N/A,Stephen Falk,"Chris Geere, Aya Cash, Desmin Borges","Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",English,United States,1 win & 25 nominations,https://m.media-amazon.com/images/M/MV5BMTU4OTM5OTM2NV5BMl5BanBnXkFtZTgwNDc3MDg0MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"28,634",tt3228420,series,5,True,,,,
WondLa,2024–,TV-PG,28 Jun 2024,N/A,"Animation, Adventure, Family",N/A,N/A,"D.C. Douglas, Jeanine Mason, Teri Hatcher","A young woman tries to figure out her place in the world while on the run with her robot mother, an over-sized water beast and a tall blue creature.",English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BYWU5ZWMyYzQtNjI2MS00ZWY2LTlmOWQtZWE5YTQwZGE4ZTNkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"1,234",tt14076044,series,1,True,,,,
South Wind,2018,N/A,15 Nov 2018,130 min,"Crime, Drama, Thriller",Milos Avramovic,"Milos Avramovic, Petar Mihajlovic","Milos Bikovic, Miodrag Radonjic, Dragan Bjelogrlic",A young member of an underground gang in Belgrade puts himself and his family in danger when he crosses a mafia leader who works for the chief of police.,"Serbian, Bulgarian",Serbia,6 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNmE3NDU3YjQtOGQzOC00ZjhmLTg1YjYtZDg3ODcyZjg3ZjExXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"12,724",tt5207158,movie,,True,N/A,N/A,N/A,N/A
Star Wars: Young Jedi Adventures Shorts,2023–2024,TV-Y,27 Mar 2023,N/A,"Animation, Action, Sci-Fi",N/A,N/A,"Dee Bradley Baker, Juliet Donenfeld, Emma Berman",The young Jedi embark on adventures in Tenoo.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTZmOTEyMDgtZThkYS00OTkzLTg2ZmYtMjBkMzkyYTE5M2E5XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,143,tt27791497,series,N/A,True,,,,
The Heavenly Sword and Dragon Sabre,1978–,N/A,13 May 1978,42 min,"Action, Adventure, Drama",N/A,N/A,"Fok-Sang Chan, Idy Chan, Adam Cheng",N/A,Cantonese,Hong Kong,N/A,https://m.media-amazon.com/images/M/MV5BYjMzNjdiYjgtYzlmMi00MWNmLTg4ZGYtZDAxZGY2N2MzOTczXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,23,tt0821429,series,N/A,True,,,,
Star Wars: Clone Wars,2003–2005,TV-Y7,07 Nov 2003,4 min,"Animation, Action, Adventure",N/A,George Lucas,"Mat Lucas, James Arnold Taylor, André Sogliuzzo",The events and battles of the Galactic Republic's last major war are recounted.,English,"United States, South Korea",Won 3 Primetime Emmys. 4 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BOTJiYzkwZDEtMDJkYy00ZmJiLTg3M2QtYjU3MmU4MzBiZDc2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"29,652",tt0361243,series,3,True,,,,
Crime Story,1993,R,24 Jun 1993,103 min,"Action, Crime, Drama","Kirk Wong, Jackie Chan","Tin-Nam Chun, Man-Keung Chan, Lai Ling Cheung","Jackie Chan, Kent Cheng, Christine Ng","A Special Agent is assigned to protect a wealthy business magnate. However, when the businessman is kidnapped in a daring ambush, he teams up with a seasoned detective to crack the case. But soon he discovers the case isn't that s...","Mandarin, Hokkien, Cantonese",Hong Kong,2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMzY1MzE0MDYtY2ViNS00NzhiLWE5OTUtMGIwYTVhODRkMzkzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,6.7,"7,650",tt0108656,movie,,True,N/A,"$194,720",N/A,N/A
Bramwell,1995–1998,TV-MA,22 May 1995,54 min,Drama,N/A,"Lucy Gannon, Harriet Davison, Tim Whitby","Jemma Redgrave, Ruth Sheen, David Calder","This lavish period drama tells the story of Eleanor Bramwell (Jemma Redgrave), a pioneering female doctor in the late nineteenth century, and the struggles she has with her friends, her colleagues and society.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BN2RhMDEzNDItNDUwMS00YTliLWEyZDgtYTdmN2MyMzYwNjgwXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"1,104",tt0111899,series,4,True,,,,
Fellow Travelers,2023,TV-MA,27 Oct 2023,N/A,"Drama, Romance",N/A,Ron Nyswaner,"Matt Bomer, Jonathan Bailey, Jelani Alladin","Decades-long chronicle of the risky, volatile and steamy relationship between the charismatic and ambitious Hawk and the pious and idealistic Tim, two political staffers who fall in love at the height of the 1950s Lavender Scare.",English,United States,Nominated for 3 Primetime Emmys. 10 wins & 38 nominations total,https://m.media-amazon.com/images/M/MV5BYjg3MjJkZmItZTlhMC00OTllLWJhOTUtMTExMzY3YjRlNjRhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"12,944",tt15384586,series,1,True,,,,
The Magic School Bus,1994–1997,TV-Y,10 Sep 1994,1 min,"Animation, Adventure, Comedy",N/A,"Joanna Cole, Bruce Degen, Kristin Laskas Martin","Lily Tomlin, Daniel DeSanto, Lisa Jai",An eccentric teacher takes her class on wondrous educational field trips with the help of a magic school bus.,English,"Canada, United States",3 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BOWMxZTBkMWEtNWQzOS00NDZmLWJjNWQtYzljMjZmYjUzMDAyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"11,575",tt0108847,series,4,True,,,,
Revenge of Others,2022–,TV-MA,09 Nov 2022,N/A,"Action, Drama, Mystery",N/A,N/A,"Shin Ye-eun, Park Solomon, Seo Ji-hoon",Follows the story of Ok Chan-mi as she seeks revenge for the death of her twin brother.,Korean,South Korea,1 win,https://m.media-amazon.com/images/M/MV5BNzc3MDgwMmEtOTU2MS00MGU4LWFjYWYtY2ExMDNiNGQ2MTY3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"3,487",tt23032890,series,1,True,,,,
Perry Mason,2020–2023,TV-MA,21 Jun 2020,60 min,"Crime, Drama, History",N/A,"Ron Fitzgerald, Rolin Jones","Matthew Rhys, Juliet Rylance, Chris Chalk","In booming 1932 Los Angeles, a down-and-out defense attorney takes on the case of a lifetime.",English,United States,Nominated for 6 Primetime Emmys. 4 wins & 44 nominations total,https://m.media-amazon.com/images/M/MV5BNDgyYzFlMWItM2MwOC00MGExLWIwZTQtY2NlMTJkMDllYWY5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"29,360",tt2077823,series,2,True,,,,
Rhoda,1974–1978,TV-PG,09 Sep 1974,30 min,Comedy,N/A,"James L. Brooks, Allan Burns, David Davis","Valerie Harper, Julie Kavner, Lorenzo Music","In this spin-off of ""The Mary Tyler Moore Show,"" Rhoda Morgenstern leaves best pal Mary Richards and her other friends in Minneapolis, Minn., to try her luck in Manhattan.",English,United States,Won 2 Primetime Emmys. 6 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BOWQ1N2JjYTktOTkwZi00MzQxLTgxOTAtNjI4NjlmY2Y3NmI4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"3,018",tt0071040,series,5,True,,,,
Kyle XY,2006–2009,TV-14,26 Jun 2006,60 min,"Drama, Mystery, Romance",N/A,"Eric Bress, J. Mackye Gruber","Matt Dallas, Marguerite MacIntyre, Bruce Thomas","A family takes in a formerly institutionalized teen savant who is missing standard human behaviors such as anger, joy, and love.",English,"Canada, United States",2 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BZThhMTg3YmMtYWZhMS00MGQ1LWJjZDctMDhmYWQxOTkxZjRhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"30,922",tt0756509,series,3,True,,,,
Dalziel and Pascoe,1996–2007,TV-14,16 Mar 1996,120 min,"Crime, Mystery, Drama",N/A,Reginald Hill,"Warren Clarke, Colin Buchanan, David Royle","Superintendent Dalziel and partner DI Pascoe investigate murder, and find a bond forming between them despite their blatantly different personalities.",English,United Kingdom,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BM2UyMzY3NWEtYWU5ZC00ZWRhLTg5YTgtZDcxMzlkODBhYTg4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"3,419",tt0147760,series,12,True,,,,
Tenjho Tenge: Ultimate Fight,2005,TV-14,16 Mar 2005,48 min,"Animation, Action, Drama","Kenichi Kawamura, Toshifumi Kawase","Oh! Great, Kazuhiko Inukai","Yuri Amano, Kinryû Arimoto, Minori Chihara","Continues from where the original series left off. The characters try to settle their conflicts with each other in this 2 episode OAV. Aya confronts her sister Maya about Nagi, while Nagi receives a challenge from Mitsuomi to figh...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BOTUxOTYxNDktYTZjZC00MjZlLTgzNzUtYWYwYTY0NTI3YTAxXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,70,tt4126926,movie,,True,N/A,N/A,N/A,N/A
Cop Craft,2019–,N/A,09 Jul 2019,23 min,"Animation, Action, Crime",N/A,Shôji Gatô,"Kenjirô Tsuda, Mayu Yoshioka, Ken Mizukoshi","After Earth was linked with a magical world, San-Teresa City became a melting pot of cultures and species. But despite peace on the surface, there's always an underbelly. That's where Detective Kei Matoba and knight Tirana come in.","Japanese, English",Japan,1 nomination,https://m.media-amazon.com/images/M/MV5BYTU4OGEzMjktYjU2NC00Njk5LWJkOTMtNWVjYmIzYTFjODU5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,502,tt10347516,series,1,True,,,,
From the New World,2012–2013,TV-14,29 Sep 2012,25 min,"Animation, Action, Adventure",N/A,N/A,"Emily Neves, Greg Ayres, David Wald","In a post-apocalyptic world set a thousand years after our era, the remaining humans, now with telekinesis, live in a seemingly peaceful society, but dark secrets of the past will soon be discovered by a small group of friends.","English, Japanese",Japan,3 nominations,https://m.media-amazon.com/images/M/MV5BMDY4N2Y4YTgtMTlmYy00ZmY1LWFhMjktNDVkNjc4MTlhNWI5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"3,766",tt2309320,series,1,True,,,,
"The Fruit of Evolution: Before I Knew It, My Life Had It Made",2021–2023,TV-14,01 Oct 2021,N/A,"Animation, Adventure, Comedy",N/A,N/A,"Hiro Shimono, Mark Allen Jr., Jalitza Delgado",A fat schoolkid is thrown into a fantasy world and must team up with a female gorilla to survive.,"Spanish, Portuguese, Japanese, English",Japan,N/A,https://m.media-amazon.com/images/M/MV5BNTFhZDM0MDEtZWZhNy00OWI5LWFjYWMtYzEyNGQyZGFjNGE3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,"1,261",tt15026576,series,2,True,,,,
Moesha,1996–2001,TV-PG,23 Jan 1996,30 min,"Comedy, Drama, Family",N/A,"Sara Finney-Johnson, Vida Spears","Brandy Norwood, William Allen Young, Marcus T. Paulk",A teenager struggles to come to terms with everything life throws at her.,English,United States,3 wins & 29 nominations,https://m.media-amazon.com/images/M/MV5BZmI5MGZmNjctYTdjNS00M2RlLWIyMmEtN2EyYjk5NzUyZTdhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,"4,226",tt0115275,series,6,True,,,,
Wonder Egg Priority,2021,TV-MA,13 Jan 2021,23 min,"Animation, Action, Drama",N/A,Shinji Nojima,"Kanata Aikawa, Yûya Uchida, Hiroki Takahashi","While on a midnight stroll, a girl named Ai picks up an egg. A voice coaxes her: ""If you want to change the future, you only need to choose now. Now, believe in yourself and break the egg."" What awaits Ai after the breaking of the...",Japanese,Japan,1 win & 21 nominations,https://m.media-amazon.com/images/M/MV5BZjM3YzU0ZGEtZjM2Yy00YzFmLWJlOTktNTExNzY0YTZlY2EyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"4,330",tt13248076,series,1,True,,,,
Clifford the Big Red Dog,2021,PG,10 Nov 2021,96 min,"Adventure, Comedy, Family",Walt Becker,"Jay Scherick, David Ronn, Blaise Hemingway","Darby Camp, Jack Whitehall, Izaac Wang",A young girl's love for a tiny puppy named Clifford makes the dog grow to an enormous size.,"English, Spanish, Russian, Mandarin","United States, Canada, United Kingdom",2 nominations,https://m.media-amazon.com/images/M/MV5BMDBlZTI4ODEtNzEwYS00OTBmLTliMTMtYWUyZjc3Y2RhN2Y2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,5.9,"17,538",tt2397461,movie,,True,N/A,"$48,947,356",N/A,N/A
Gimme a Break!,1981–1987,TV-G,29 Oct 1981,30 min,Comedy,N/A,"Mort Lachman, Sy Rosen","Nell Carter, Lara Jill Miller, Kari Michaelsen","Nell agrees to look after the Kanisky's home, as a special favor to her dying friend, and takes on the role of housekeeper to widowed police chief Carl and a parental figure to his three teenage daughters, and eventually a foster ...",English,United States,Nominated for 2 Primetime Emmys. 14 nominations total,https://m.media-amazon.com/images/M/MV5BZjBjY2I5NDAtYTUzOS00NDU2LWJjMjctYzM5MWJiYmZlMjM4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"3,782",tt0081869,series,6,True,,,,
The Fantastic Journey,1977,N/A,03 Feb 1977,60 min,"Adventure, Fantasy, Sci-Fi",N/A,N/A,"Jared Martin, Carl Franklin, Ike Eisenmann","Travelers are stranded in the Bermuda Triangle. On an island, they meet Varian, a man from the future, and Liana, an Atlantean. Together, they journey through different worlds, in hopes of returning home.",English,United States,Nominated for 1 Primetime Emmy. 1 nomination total,https://m.media-amazon.com/images/M/MV5BMmQxMDk5NDktNjIwNC00MzJiLWJmZTYtZmMxOTFiYWQzZDJhXkEyXkFqcGdeQXVyNzkzODA4NzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,759,tt0075503,series,1,True,,,,
